updated,miners,height,difficulty,coinId,poolId,hashrate
2019-01-13 10:37:16,0,374080,370072552,148,1381,0
2019-01-03 00:19:41,0,371132,334291446,148,1903,0
2019-01-31 08:40:28,2,142332,15022732,150,804,96327
2019-01-14 00:33:46,0,970212,306696531,150,1321,0
2019-01-30 10:08:49,0,149230,531878711,151,805,0
2019-01-07 04:40:35,0,133144,104655107,151,1346,0
2019-01-31 08:35:01,7,149871,552774921,151,1347,4828860
2018-12-29 10:55:37,1,129854,75745,152,787,679
2019-01-31 08:40:32,2,407742,53380530,152,843,252739
2019-01-31 08:31:58,3,124395,12670847,152,849,3644
2019-01-22 12:11:18,0,147287,5731856,152,1268,0
2019-01-31 08:40:13,4,306843,606585,153,620,4779
2019-01-21 13:57:32,2,292821,1315342,153,1698,2158
2019-01-31 08:39:21,3,202738,256218149,154,177,230153
2019-01-31 08:39:21,2,202739,256218149,154,179,99151
2019-01-31 08:39:21,0,202739,256218149,154,180,0
2019-01-31 08:40:13,3,202738,256218149,154,621,215153
2019-01-31 08:40:03,0,192646,15751800,155,495,0
2019-01-28 01:29:18,3,190299,44678672,155,496,726
2019-01-04 23:37:15,0,175920,65495889,155,498,0
2019-01-28 11:41:58,0,190580,20824784,155,499,0
2019-01-28 01:30:06,3,190299,44678672,155,622,768
2019-01-19 13:54:21,0,184541,57247763,155,1151,0
2018-12-03 21:17:17,0,153872,51784887,155,1548,0
2019-01-20 11:12:49,0,185175,51673579,155,1604,0
2019-01-31 08:35:27,2,393851,774818,156,1528,5284
2019-01-31 08:35:28,2,393851,774818,156,1529,3065
2019-01-31 08:35:36,2,393851,774818,156,1659,2159
2018-12-30 15:15:02,0,333272,1368096,156,1672,0
2019-01-31 08:35:36,0,393851,774818,156,1673,0
2019-01-31 08:36:08,2,393853,759884,156,1792,2357
2019-01-31 08:36:06,1,393852,759884,156,1802,451
2019-01-31 08:36:21,0,393854,786994,156,1872,0
2019-01-31 08:39:27,3,317712,1883814890,157,218,1155
2019-01-31 08:39:28,1,317713,1883814890,157,219,2830000
2019-01-29 04:04:49,1,314570,2029734427,157,221,2420
2019-01-31 08:39:28,8,317713,1883814890,157,223,2404398
2019-01-31 08:39:30,4,317714,1883814890,157,224,10776298
2019-01-31 08:39:28,15,317712,1883814890,157,225,5717
2019-01-29 04:05:42,1,314570,2029734427,157,623,2436
2019-01-31 08:40:36,-1,317713,1883814890,157,865,-1
2019-01-24 14:30:11,-1,307912,1566038930,157,1133,-1
2018-12-26 08:45:25,0,265731,2012665550,157,1134,0
2019-01-25 02:00:04,49,308593,1517533896,157,1136,3786185
2019-01-31 08:35:55,4,317709,1883814890,157,1751,10220742
2019-01-31 08:35:54,0,180032,393251648,157,1752,0
2019-01-31 08:36:54,0,317710,1883814890,157,2107,0
2018-12-11 15:58:53,3,234100,7587094,158,425,19979
2019-01-31 08:39:56,1,1756865,158979837,158,427,40
2019-01-31 08:39:57,1,257718,1214,158,428,25
2019-01-31 08:41:18,13,244657,354323,158,1188,7807
2018-12-03 21:03:57,0,192001,471519,158,1552,0
2018-12-09 19:49:40,0,199656,1715538,158,1608,0
2019-01-01 02:49:34,5,138602,344289,164,809,2971
2019-01-31 08:40:15,9,336066,289992310,168,630,335121
2019-01-29 06:27:26,0,334061,293821478,168,757,0
2019-01-31 08:36:00,9,336064,305938449,168,1770,376081
2019-01-31 08:36:01,0,336065,305938449,168,1771,0
2019-01-22 10:48:10,4,136381,4187532,169,631,13265
2019-01-31 08:40:21,0,142774,2401658,169,725,0
2018-12-02 07:25:42,0,99642,4765108,169,821,0
2019-01-01 11:02:01,0,167306,260000000,169,1443,0
2019-01-31 08:35:44,7,142770,2284304,169,1714,29652
2019-01-31 08:40:15,2,369117,2430000,171,632,27103
2019-01-03 04:50:19,6,116593,12372370,172,500,17115
2019-01-31 08:40:03,3,35358,2668485,172,501,12464
2019-01-16 16:22:33,0,26087,3655426,172,702,0
2019-01-31 08:36:24,0,35357,2663193,172,1907,0
2019-01-31 08:36:38,3,35358,2668485,172,2005,3511
2019-01-31 08:40:36,6,136521,12653818,173,876,44256
2019-01-31 08:40:37,4,136521,12653818,173,877,144555
2019-01-27 19:45:42,0,134019,14869531,173,917,0
2019-01-31 08:40:42,0,136521,12653818,173,918,0
2019-01-18 21:59:17,6,43754,61816728,174,750,4488
2019-01-31 08:40:15,8,55361,230154697,175,635,217856
2019-01-31 08:40:28,10,55361,230154697,175,812,116252
2019-01-31 08:35:10,31,55360,222870786,175,1419,512696
2018-12-03 21:14:17,1,38581,601655448,175,1591,22806
2018-12-03 21:14:17,0,38581,601655448,175,1592,0
2019-01-08 08:38:26,0,48745,173433490,175,1647,0
2019-01-16 21:00:33,0,51198,236261061,175,1648,0
2019-01-31 08:40:15,4,290853,55672710,176,636,29249
2019-01-31 08:35:11,53,290846,53876428,176,1421,672574
2019-01-01 12:56:17,0,246692,1707954,176,1422,0
2019-01-03 20:42:47,1,249657,6711,176,1423,139
2019-01-31 08:35:11,4,290846,53876428,176,1425,45113
2019-01-20 00:42:59,-1,274893,249091830,176,1426,-1
2018-12-04 15:45:50,2,198006,198142962,176,1427,31121
2019-01-01 12:56:17,0,246692,1707954,176,1428,0
2019-01-31 08:35:10,0,290846,53876428,176,1429,0
2019-01-31 08:35:11,0,290845,51569123,176,1430,0
2019-01-21 13:48:46,17,277077,140366609,176,1431,334926
2019-01-24 05:32:01,0,280733,11110393,176,1432,0
2019-01-03 20:42:47,0,249656,7514,176,1434,0
2019-01-01 05:19:53,0,246246,1092827,176,1435,0
2019-01-31 08:35:12,5,290846,53876428,176,1436,73858
2018-12-03 21:17:21,0,196919,216983312,176,1593,0
2019-01-03 20:43:07,0,249657,7514,176,1649,0
2019-01-03 20:43:18,0,249657,6711,176,1712,0
2019-01-03 20:43:17,2,66425,67582191,176,1713,1806
2019-01-31 08:36:00,12,290846,53876428,176,1773,355264
2019-01-31 08:36:37,-1,290846,53876428,176,1996,-1
2019-01-31 08:36:54,5,290846,53876428,176,2101,59694
2019-01-31 08:40:01,124,259209,647023620,178,484,423725
2019-01-31 08:40:01,10,259209,646909866,178,485,5831
2019-01-25 10:27:27,0,250710,414932595,178,486,0
2019-01-31 08:40:02,3,259209,630384646,178,487,4952
2019-01-31 08:40:03,3,259209,646947739,178,489,472
2019-01-31 08:40:02,17,259209,646916779,178,490,15381
2019-01-31 08:40:02,14,259209,646886910,178,492,13599
2019-01-31 08:40:04,11,259209,646915254,178,493,2404
2019-01-12 19:55:25,0,232135,315945727,178,920,0
2019-01-31 08:41:18,15,259210,653188837,178,1175,7645
2019-01-31 08:41:17,3,259210,652677119,178,1177,23302
2019-01-08 14:22:32,1,226476,208131723,178,1179,74
2018-12-30 10:36:05,0,213267,193301917,178,1180,0
2019-01-31 08:41:18,-1,259209,647020410,178,1181,-1
2019-01-27 19:07:51,47,254110,510352087,178,1182,81881
2019-01-24 12:17:31,3,249380,374504836,178,1183,1023
2018-12-24 20:45:55,0,205219,174050495,178,1184,0
2019-01-31 08:41:18,-1,259209,647020410,178,1185,-1
2019-01-31 08:41:18,0,259210,653288663,178,1186,0
2019-01-31 08:41:18,60,259210,653286046,178,1187,287433
2019-01-31 08:35:56,1,259203,637562110,178,1755,70
2019-01-27 21:12:06,1,254219,496919748,178,1756,45
2019-01-27 21:12:08,1,254219,496906661,178,1757,41
2018-12-24 20:47:11,0,205219,172063668,178,1758,0
2019-01-26 09:14:30,0,252104,549945146,178,1853,0
2019-01-31 08:36:29,0,259204,637611197,178,1934,0
2019-01-31 08:36:39,4,259204,643981069,178,2020,3426
2019-01-31 08:36:59,1,259204,643978756,178,2127,4125
2019-01-31 08:31:43,2,134624,1802306743,179,638,95856
2018-12-02 05:35:30,0,91212,278733908,179,815,0
2019-01-31 08:28:11,3,134624,1802306743,179,1217,11878
2019-01-31 08:28:09,22,134624,1802306743,179,1218,564415
2018-12-04 00:39:43,0,92581,526133700,179,1219,0
2019-01-31 08:28:09,0,134624,1802306743,179,1221,0
2019-01-31 08:28:10,1,134624,1802306743,179,1222,29045
2019-01-31 08:28:10,23,134624,1802306743,179,1223,465462
2019-01-31 08:28:12,0,134624,1802306743,179,1224,0
2019-01-31 08:28:12,0,134624,1802306743,179,1225,0
2019-01-31 08:29:05,0,134624,1802306743,179,1671,0
2019-01-25 14:40:16,0,130005,246473573,179,1783,0
2019-01-31 08:29:44,0,134624,1802306743,179,1841,0
2019-01-31 08:36:35,4,42993,558624216,179,1972,145105
2019-01-31 08:40:18,12,172746,12072403,180,703,50254
2019-01-31 08:40:23,2,172746,12072403,180,765,5010
2019-01-31 08:41:28,2,172747,12143112,180,1247,2213
2019-01-31 08:41:27,1,172747,12143112,180,1248,30225
2019-01-31 08:41:28,1,172747,12143112,180,1249,628
2019-01-31 08:35:32,5,238814,8244715,180,1613,10936
2019-01-29 02:51:36,0,170587,11565200,180,1675,0
2018-12-29 00:55:25,2,140876,11877073,180,1859,15910
2019-01-31 08:36:26,3,172741,11241129,180,1912,29126
2019-01-05 14:35:14,0,79871,1126449384,181,1878,0
2019-01-05 14:35:19,2,79871,1126449384,181,1901,13369
2019-01-05 14:35:24,1,79871,1126449384,181,1919,1276
2019-01-05 14:35:29,3,79871,1126449384,181,1947,32440
2019-01-31 08:36:30,1,394455,2552613,181,1948,31735
2018-12-15 23:34:19,0,181636,1,185,816,0
2019-01-31 08:40:27,2,507332,9709159,187,797,398
2018-12-07 10:32:04,22,349640,18163011,187,811,454904
2019-01-31 02:19:27,0,506581,12586923,187,1285,0
2018-12-05 06:05:00,0,331754,34490834,187,1286,0
2019-01-31 08:41:33,4,507335,9192935,187,1287,22319
2018-12-03 21:17:18,3,339499,31823208,187,1561,10052
2019-01-31 08:35:31,8,507325,10560892,187,1617,209145
2019-01-31 08:36:05,0,507327,10147361,187,1791,0
2019-01-31 08:36:58,0,507328,9862349,187,2115,0
2018-12-10 21:44:10,14,75811,11174151,188,645,23099
2018-12-13 05:49:48,1,77086,823206,188,1289,6750
2019-01-05 09:00:52,15,249385,945853,188,1290,169201
2018-12-12 19:21:48,1,76988,278858,188,1291,3290
2018-12-03 21:14:14,0,70777,8379143,188,1562,0
2018-12-06 09:50:55,0,72582,7474226,188,1618,0
2019-01-15 00:12:54,6,2368403,16218072,189,646,216188
2019-01-15 00:12:54,4,2368404,16218072,190,647,75608
2019-01-22 10:48:12,4,230415,766112,191,649,1406
2019-01-23 11:21:02,1,231875,673968,191,763,488
2019-01-21 11:52:34,1,229050,679989,191,790,133
2018-12-30 21:30:53,0,198267,5746464,191,817,0
2019-01-22 08:04:59,6,230256,908283,191,852,2364
2018-12-01 11:59:22,2,153307,263957,191,926,43
2019-01-31 08:35:08,7,243165,624986,191,1402,16102
2019-01-31 08:35:09,0,243165,624986,191,1403,0
2019-01-15 11:00:17,0,220474,1719238,191,1404,0
2018-12-01 14:28:08,2,156090,793879,191,1405,14440
2019-01-23 07:44:45,0,231657,506277,191,1406,0
2019-01-26 06:15:48,1,235896,1126467,191,1407,192
2018-12-03 21:17:20,0,159567,10719993,191,1589,0
2019-01-31 03:11:56,1,232771,597113,191,1645,650
2019-01-31 08:35:43,2,85557,31663485,191,1709,729
2019-01-31 08:40:16,17,352404,37632267,193,650,18813
2019-01-21 08:18:26,6,133630,39840001,195,651,53837
2019-01-29 02:39:31,4,107825,7085324,197,653,36770
2019-01-31 08:40:16,13,379987,1667455,198,655,47784
2019-01-31 08:40:17,19,121729,38842861,199,656,34364
2019-01-31 08:40:58,-1,121728,38842861,199,1052,-1
2019-01-31 08:40:58,8,121729,38842861,199,1054,222831
2019-01-31 08:35:29,1,121726,36737725,199,1536,588
2019-01-31 08:35:29,1,121726,36737725,199,1537,10510
2019-01-31 08:35:29,0,121726,36737725,199,1538,0
2019-01-31 08:35:34,0,121726,36737725,199,1660,0
2019-01-26 12:12:18,0,118247,16341098,199,1661,0
2019-01-29 02:51:48,0,120109,16719224,199,1734,0
2019-01-31 08:35:51,0,121726,36737725,199,1735,0
2019-01-31 08:35:50,3,121726,36737725,199,1736,3265
2019-01-31 08:36:23,0,121726,36737725,199,1889,0
2019-01-30 16:16:16,4,188015,17921695,200,878,394121
2019-01-31 08:40:31,2,372239,2498335,201,840,179500
2019-01-31 08:40:31,1,1045296,1980618,206,838,23833
2019-01-21 15:58:50,1,1088450,1,206,1391,5
2019-01-01 21:47:09,0,92309,13072936111,212,722,0
2019-01-31 08:40:33,1,172746,12072403,212,858,24650
2019-01-31 08:34:37,4,110637,430797836,212,1166,270
2019-01-31 08:34:37,74,110637,443655625,212,1167,261374
2019-01-31 08:34:38,11,110637,443655625,212,1168,222816
2018-12-15 23:29:34,0,61659,2546709849,212,1169,0
2019-01-31 08:34:38,3,110636,430797836,212,1170,3358
2019-01-28 20:44:56,0,108831,365370953,212,1171,0
2019-01-03 04:51:24,6,116593,12372370,212,1172,16327
2019-01-31 08:34:38,1,110637,443655625,212,1173,190
2019-01-05 03:46:58,0,92220,284091256,212,1944,0
2019-01-31 08:36:30,22,110637,443655625,212,1945,17781
2019-01-31 08:36:30,0,110637,443655625,212,1946,0
2019-01-31 08:36:53,1,110637,443655625,212,2104,52
2019-01-26 03:05:17,-1,1585710,12863137,213,914,-1
2019-01-31 08:40:45,-1,1617228,11609827,213,984,-1
2019-01-03 13:12:15,-1,1449421,16262126,213,985,-1
2019-01-25 05:39:38,-1,1580333,13458063,213,986,-1
2019-01-25 23:14:20,-1,1584737,12020311,213,987,-1
2019-01-24 06:34:10,-1,1574415,11863539,213,988,-1
2019-01-24 09:13:01,-1,1575138,12543777,213,989,-1
2019-01-31 07:32:39,-1,1616925,10772039,213,990,-1
2019-01-29 14:15:49,-1,1606578,13081187,213,991,-1
2019-01-27 00:00:35,-1,1590952,12734691,213,992,-1
2019-01-25 01:52:58,-1,1579330,12767077,213,1834,-1
2019-01-26 20:30:27,-1,1590073,12834689,213,1835,-1
2019-01-01 17:13:22,-1,1438469,26258480,213,1867,-1
2019-01-26 04:24:45,-1,1586002,12629312,213,1929,-1
2019-01-25 11:10:43,-1,1581690,11862791,213,2103,-1
2019-01-31 08:40:20,4,262641,4776438,214,718,33265
2019-01-31 08:29:25,3,262639,5245961,214,1774,11281
2019-01-31 08:29:26,0,262639,5246034,214,1775,0
2019-01-15 19:43:19,0,251608,1676575569,214,1776,0
2019-01-31 08:40:21,1,1757644,29421319152,215,741,89
2019-01-31 08:40:34,6,48076,69724054,216,872,10455
2019-01-31 08:36:11,24,48074,81885946,216,1814,105783
2019-01-31 08:36:11,1,48074,81885946,216,1815,56
2019-01-31 08:36:12,4,48074,81885946,216,1816,14038
2019-01-31 08:36:12,3,48074,81885946,216,1817,10177
2019-01-31 08:36:12,4,48073,81885946,216,1818,17567
2019-01-31 08:36:13,2,48074,81885946,216,1819,1644
2019-01-31 08:36:12,2,48074,81885946,216,1820,5283
2019-01-18 11:39:36,0,43607,76077506,216,1863,0
2019-01-28 18:02:53,1,47171,72973258,216,2157,93
2019-01-31 08:37:05,1,48074,81885946,216,2173,11526
2019-01-31 08:40:37,9,393054,40279412,217,873,19450
2019-01-31 08:40:44,1,393054,40279412,217,977,8
2019-01-31 08:40:44,2,393054,40279412,217,978,1856
2019-01-09 23:20:05,0,333738,33275762,217,979,0
2019-01-09 23:26:33,0,333755,44350495,217,980,0
2018-12-16 16:14:45,0,265738,2069637,217,981,0
2019-01-31 08:40:44,1,393054,40279412,217,982,2563
2019-01-31 08:40:45,0,393054,40279412,217,983,0
2019-01-31 08:36:42,0,393049,43035828,217,2036,0
2019-01-31 08:37:03,1,393049,43035828,217,2151,1875
2019-01-31 08:40:37,6,136521,12653818,218,880,44256
2019-01-31 08:40:38,9,93728,40060593,219,882,120967
2019-01-31 08:36:11,1,93725,39704472,219,1810,3599
2019-01-13 10:52:43,0,80891,34626299,219,1811,0
2019-01-31 08:36:10,15,93725,39704472,219,1812,185087
2019-01-18 11:39:36,0,84491,37681604,219,1861,0
2019-01-31 08:36:21,0,93725,39704472,219,1862,0
2019-01-31 08:36:27,9,93725,39704472,219,1920,123303
2019-01-31 08:36:44,0,93725,39704472,219,2046,0
2019-01-31 08:07:35,1,93710,37216931,219,2188,6970
2018-12-13 19:55:34,0,57440,14595,220,916,0
2019-01-31 08:40:38,2,85561,32580471,221,884,3139
2019-01-29 18:23:58,1,84420,38999712,221,885,515
2019-01-31 08:40:38,3,85561,32580471,221,886,2422
2018-12-13 07:04:11,0,51657,32563325,221,1046,0
2019-01-31 08:40:56,0,85561,32580471,221,1047,0
2019-01-31 08:40:56,0,85561,32580471,221,1048,0
2019-01-31 08:40:57,2,85561,32580471,221,1049,577
2019-01-31 08:40:56,2,85561,32580471,221,1050,234
2019-01-31 08:40:57,2,85561,32580471,221,1051,132415
2019-01-31 08:36:43,1,85558,31112441,221,2039,1526
2019-01-31 08:40:37,14,199638,47924936,222,887,334665
2019-01-31 08:41:19,26,199638,47924936,222,1194,42815
2018-12-15 23:26:26,0,100004,68657330,222,1195,0
2019-01-24 08:37:58,9,189604,54637254,222,1196,16912
2019-01-31 08:41:19,0,199638,47924936,222,1197,0
2019-01-31 08:41:21,0,199638,47924936,222,1198,0
2019-01-31 08:41:19,1,199638,47924936,222,1199,16046
2019-01-31 08:41:20,5,199638,47924936,222,1200,264726
2019-01-24 15:05:16,5,189994,61190379,222,1201,282728
2018-12-02 06:19:36,0,113552,55978145,222,1555,0
2019-01-20 00:54:12,0,183421,67475593,222,1611,0
2019-01-27 18:13:56,0,194465,44735695,222,1668,0
2019-01-31 08:36:26,2,199633,47317110,222,1908,126119
2019-01-31 08:40:39,3,428324,5430394,223,888,182194
2019-01-31 08:40:39,2,428324,5430394,223,889,715149
2019-01-10 07:49:21,1,66513,10241974,224,890,1162
2019-01-31 08:40:54,2,80714,20636253,224,1035,35413
2019-01-31 08:40:55,6,80714,20636253,224,1037,83228
2019-01-10 04:19:04,0,66511,10105125,224,1038,0
2019-01-31 08:35:50,3,80714,20636253,224,1732,2739
2019-01-31 08:36:44,1,80714,20636253,224,2047,2047
2019-01-30 19:55:13,12,373581,59446,226,893,1777
2019-01-26 20:11:09,1,90381,2701191903,227,896,2207023
2019-01-24 17:47:10,11,200566,1844000,228,897,20134
2019-01-31 08:40:40,18,37646,38263062,229,901,40742
2019-01-31 08:40:42,0,37647,39170817,229,919,0
2019-01-26 12:17:49,6,236217,348727,229,1109,10791
2018-12-11 19:58:31,0,19561,122035929,229,1110,0
2019-01-31 08:41:04,0,37648,38481214,229,1111,0
2019-01-31 08:41:04,14,37647,39171089,229,1112,111812
2019-01-31 08:41:03,9,666068,3172039014,229,1114,5616166
2019-01-31 08:41:06,0,37648,39171279,229,1115,0
2018-12-22 07:27:06,0,23306,80338090,229,1116,0
2018-12-18 09:09:57,0,21901,95382435,229,1542,0
2019-01-31 08:35:52,0,37646,38262880,229,1745,0
2019-01-31 08:36:57,1,37646,38262881,229,2124,92
2019-01-21 07:23:07,6,133574,38147288,231,903,61786
2019-01-31 08:41:26,30,148020,33089190,231,1226,307928
2019-01-26 17:17:15,4,141350,41974797,231,1227,29558
2019-01-31 08:36:22,3,148011,29872641,231,1871,10041
2019-01-31 08:36:39,0,148011,29872641,231,2010,0
2018-12-06 00:05:43,1,64712,296,232,910,3049
2018-12-06 09:52:17,7,33616,9771027,233,908,99245
2019-01-19 15:54:02,6,64664,4081119,233,909,26246
2019-01-31 08:29:26,0,72666,3121997,233,1778,0
2019-01-31 03:10:18,4,74043,332532601,234,905,933949
2019-01-31 08:40:40,7,74202,454371904,234,906,1176448
2019-01-24 02:11:33,1,69174,397245354,234,1348,21667
2018-12-03 05:35:34,0,33637,205653227,234,1349,0
2019-01-31 08:35:02,1,74198,466594143,234,1350,68000
2019-01-31 08:37:03,1,74198,466594143,234,2148,190000
2019-01-31 08:40:41,22,71087,9914602,235,904,14342
2018-12-03 21:17:15,7,32470,21747187,235,1544,18199
2018-12-03 21:17:17,8,32470,21747187,235,1545,46928
2019-01-17 02:36:24,0,64124,7285230,235,1600,0
2019-01-31 08:28:56,5,71086,10471299,235,1601,60215
2019-01-31 06:40:13,0,70809,1815870,235,1602,0
2019-01-31 08:29:59,1,71086,10471299,235,1964,206
2019-01-31 08:40:41,6,70670,45052102,236,911,12598
2019-01-31 08:36:48,6,70668,43708088,236,2072,13083
2019-01-31 08:36:49,0,70668,43689249,236,2073,0
2019-01-31 08:36:48,2,70667,44378573,236,2074,35633
2019-01-31 08:36:48,-1,70666,42854089,236,2075,-1
2019-01-31 08:36:49,22,70667,43710860,236,2076,189485
2019-01-16 20:13:13,0,60364,59037001,236,2077,0
2019-01-26 06:52:14,2,67065,38295789,236,2078,1584
2019-01-31 08:36:50,0,70668,43710860,236,2079,0
2019-01-31 08:40:42,-1,98416,1260170961,237,912,-1
2019-01-31 08:36:31,72,98416,1260170961,237,1950,1752896
2019-01-31 08:36:32,83,98416,1260170961,237,1951,3296918
2019-01-31 08:36:31,6,98416,1260170961,237,1952,51297
2019-01-06 05:46:30,0,63024,487773418,237,1953,0
2019-01-28 02:50:06,5,96057,794915214,237,1954,102110
2019-01-31 08:36:32,11,98416,1260170961,237,1955,30350
2019-01-30 21:09:24,5,98059,1073799852,237,1956,11886
2019-01-31 08:36:32,0,98416,1260170961,237,1957,0
2019-01-28 01:15:36,22,96014,833893732,237,1958,1508610
2019-01-31 08:36:33,2,98416,1260170961,237,1959,120132
2019-01-30 13:07:36,-1,364638,531488775,238,913,-1
2019-01-31 08:36:50,17,365220,574245458,238,2083,9253
2019-01-31 08:36:50,-1,365220,574245458,238,2084,-1
2019-01-31 08:36:50,-1,365220,574245458,238,2085,-1
2019-01-31 08:36:51,0,365221,587364703,238,2086,0
2019-01-31 08:36:51,18,365220,574245458,238,2087,22727
2019-01-31 08:36:51,-1,365219,571126472,238,2088,-1
2019-01-31 08:36:51,0,365221,587364703,238,2089,0
2019-01-31 08:36:53,-1,365220,574245458,238,2090,-1
2019-01-27 20:59:12,3,362733,673275645,238,2091,3573
2019-01-26 01:46:55,0,361431,484993568,238,2093,0
2019-01-31 08:36:52,0,365221,587364703,238,2096,0
2019-01-26 20:11:12,1,90381,2701191903,240,925,2207023
2019-01-31 08:40:43,0,96873,1674010962,240,930,0
2018-12-02 03:17:08,0,48207,567866074,240,1394,0
2019-01-21 08:55:26,0,82492,1813906952,240,1395,0
2019-01-13 22:46:23,0,71826,2441827471,240,1396,0
2019-01-16 23:43:24,0,76182,1816409058,240,1397,0
2019-01-31 08:35:33,41,96868,1628584075,240,1641,24373461
2019-01-07 04:22:37,0,60297,1898639734,240,1642,0
2019-01-19 14:02:05,0,79907,1409656291,240,1643,0
2019-01-31 08:35:32,0,96868,1627870770,240,1644,0
2019-01-31 08:35:42,0,96868,1610219921,240,1706,0
2019-01-03 00:16:22,0,56100,2707127544,240,1846,0
2019-01-31 08:36:42,0,96871,1595121492,240,2031,0
2019-01-31 08:36:52,0,96871,1628568829,240,2100,0
2019-01-26 18:35:31,0,102263,109216,242,929,0
2019-01-31 08:40:43,22,439897,57232789,243,931,386093
2019-01-31 08:41:36,0,439903,57215536,243,1307,0
2019-01-31 08:41:35,0,439903,57215704,243,1308,0
2018-12-03 21:17:18,18,103648,83344857,243,1566,742581
2018-12-03 21:17:18,0,103648,83443082,243,1567,0
2018-12-03 21:17:19,0,103648,83344857,243,1568,0
2018-12-03 21:17:19,3,103648,83443082,243,1569,77921
2018-12-03 21:17:19,0,103648,83443082,243,1572,0
2019-01-31 08:35:31,9,439881,57338267,243,1622,155836
2018-12-05 16:24:17,0,114034,90011070,243,1623,0
2018-12-12 05:53:20,0,151647,62720060,243,1624,0
2018-12-17 06:33:18,6,180690,84406463,243,1625,120876
2019-01-11 09:00:29,0,324991,70631451,243,1626,0
2018-12-05 06:59:25,0,111732,81863437,243,1628,0
2019-01-31 08:35:24,29,612162,46308245,244,1523,116618
2019-01-31 08:35:25,28,612162,46308245,244,1524,150661
2019-01-31 08:35:28,1,612162,46308245,244,1525,596
2019-01-31 08:35:28,0,612162,46308245,244,1526,0
2019-01-31 08:35:28,54,612162,45481599,244,1527,522832
2019-01-01 22:13:06,1,571563,214349355,244,1880,656
2019-01-31 08:39:57,30,42992,542143561,245,429,742079
2019-01-31 08:39:57,0,42993,558624275,245,430,0
2018-12-21 05:19:59,0,105010,590797455,245,431,0
2019-01-15 00:18:05,29,35186,473886200,245,433,288894
2019-01-31 08:39:57,2,42993,558624216,245,436,14204
2019-01-01 21:48:04,0,28928,221941093,245,1190,0
2019-01-15 00:16:02,29,35186,473886200,245,1192,284304
2018-12-20 02:57:22,0,15559,1320922758,246,1530,0
2018-12-18 01:59:05,1,15554,1342579433,246,1707,76152
2018-12-03 05:51:45,1,5475,39089500,247,1531,193956
2019-01-31 08:35:32,5,51439,3025268,249,1656,4543
2019-01-07 19:10:38,5,34550,2481275,249,1657,9660
2019-01-31 08:35:35,11,42709,7386628,252,1658,8273
2019-01-21 18:23:12,0,36441,6206487,252,1747,0
2019-01-31 08:35:51,6,42709,10192114,252,1748,3166
2019-01-31 08:35:54,4,42709,10192114,252,1749,49406
2019-01-31 08:36:24,0,42709,10192114,252,1890,0
2019-01-31 08:36:29,6,42709,10192114,252,1932,3144
2019-01-31 08:36:28,0,42709,10192114,252,1933,0
2019-01-31 08:35:34,2,36229,32735900,256,1662,12807
2019-01-21 18:57:31,0,30747,35840333,256,1663,0
2019-01-31 08:35:56,16,36228,32735900,256,1762,120912
2018-12-24 09:08:03,0,14524,24515173,256,1763,0
2019-01-31 08:35:57,2,36229,32735900,256,1764,2464
2019-01-24 15:55:28,0,32397,34634246,256,1765,0
2019-01-31 08:36:20,1,36229,32735900,256,1842,8780
2019-01-31 08:36:21,1,36229,32735900,256,1858,349
2019-01-31 08:36:35,2,36229,32735900,256,1973,11547
2019-01-31 08:36:35,0,102644,113000090,256,1974,0
2019-01-31 08:36:43,0,36229,32735900,256,2044,0
2019-01-31 08:36:31,0,96870,1595121492,257,1949,0
2019-01-21 04:44:19,0,48207,567866074,257,2060,0
2019-01-31 08:36:46,0,96870,1551999068,257,2061,0
2019-01-21 08:56:59,0,82494,1839131285,257,2063,0
2019-01-31 08:36:47,41,96871,1628568829,257,2064,24520333
2019-01-31 08:36:46,0,96871,1627855531,257,2066,0
2019-01-23 18:56:53,0,85968,1931766901,257,2067,0
2019-01-26 20:14:28,1,90381,2701191903,257,2068,2207023
2019-01-19 14:03:17,0,79909,1351361100,257,2069,0
2019-01-31 08:36:47,0,96871,1595121492,257,2071,0
2019-01-21 18:57:32,2,79567,1676767,258,1664,1786
2019-01-31 08:36:59,3,93073,1991024,258,2137,26550
2019-01-31 08:37:01,8,93073,1991024,258,2138,28923
2019-01-26 16:53:55,0,8620,4890298,259,2130,0
2018-12-03 23:08:28,1,6009,16274351,260,1665,6234
2018-12-31 11:37:27,1,29538,15003812,260,1666,7125
2019-01-31 08:35:36,22,439881,57208069,262,1678,366431
2019-01-31 08:35:39,1,439881,57208048,262,1679,5280
2019-01-13 22:37:53,4,339745,64188533,262,1680,328216
2018-12-09 21:08:58,2,138071,68204497,262,1681,17996
2019-01-03 15:19:41,6,280473,66227828,262,1683,92048
2019-01-31 08:35:39,0,439881,57208087,262,1684,0
2019-01-31 08:35:57,2,439883,57437348,262,1766,251609
2019-01-13 02:58:58,0,335025,61317330,262,1804,0
2019-01-31 08:36:09,27,439882,57215746,262,1805,357657
2019-01-21 06:49:07,0,381941,55672061,262,1806,0
2019-01-31 08:36:10,5,439883,57437364,262,1807,44729
2019-01-31 08:36:09,0,439883,57437364,262,1808,0
2019-01-31 08:36:27,2,439883,57437421,262,1914,400
2019-01-31 08:36:27,1,439883,57437346,262,1915,117
2019-01-31 08:36:27,2,439883,57437364,262,1916,817
