pairValue,buyBook,exchangeId,sellBook,updated,buyTotal,satoshiPrice,usdPrice,exchangeLogId,created,bestPair,sellTotalBtc,volume,pairPrice,activePairs,sellTotal,volumeBtc,buyTotalBtc,coinId
1,[],17,[],2019-05-03 01:12:09,1200000.0,0.0000000001,0.00000000000000548003,7559085,2019-05-03 01:12:09,btc,1e+24,0.0,0.0000000001,"btc,eth",39516342.31952568,0.0,0.00010000000058666061,58
1,[],5,[],2019-05-08 11:58:41,0.0,0,0,7580992,2019-05-08 11:58:41,btc,0.0,0.0,0,btc,0.0,0.0,0.0,61
1,[],22,[],2019-05-08 11:58:44,13613.833333333334,0.00000012,0.000000000007094124000000001,7580993,2019-05-08 11:58:44,BTC,1002.29626883,0.0,0.00000012,BTC,15392.180177125656,0.0,0.00153269,61
1,[],26,[],2019-05-08 11:58:44,0.0,0.00000100,0.0000000000591177,7580994,2019-05-08 11:58:44,btc,0.0,0.0,0.00000100,btc,0.0,0.0,0.0,61
1,[],27,[],2019-05-08 11:58:54,152301.0,0.0000001,0.00000000000591177,7580995,2019-05-08 11:58:54,btc,1.9482732497246655,0.0,0.0000001,"btc,eth",13266.51663696,0.0,0.005230100000288726,61
1,[],28,[],2019-05-08 11:58:56,1039.304,0.00000008,0.000000000004729416000000001,7580996,2019-05-08 11:58:56,btc,2.056501795415105,772.0,0.00000008,btc,10022.46650005,0.0,2.439304e-05,61
1,[],4,[],2019-05-08 11:58:57,1260078.105626,0.00000105,0.00000000006207358500000001,7580997,2019-05-08 11:58:57,btc,1.038199771117707,0.0,0.00000105,btc,426149.6213227,0.03949446,0.8383232567237291,67
0.0,[],25,[],2019-05-08 11:58:59,0.0,0,0,7580998,2019-05-08 11:58:59,,0.0,0.0,0.0,btc,0.0,0.0,0.0,67
1,[],12,[],2019-05-08 11:59:00,638669.33333333,0.00000017,0.000000000010050009,7580999,2019-05-08 11:59:00,btc,55556348.246824436,0.0,0.00000017,btc,1461266.84717721,0.0141638904695283,0.0242058399999996,71
,[],5,[],2018-11-20 23:02:39,1.5e-07,0.00000005,0.000000000002128045,4862160,2018-11-20 23:02:39,btc,2.84511358,0.0,,btc,0.00036572,0.0,0.07381892,74
1,[],5,[],2019-05-08 11:59:02,0.0,0,0,7581000,2019-05-08 11:59:02,btc,0.0,0.01782669,0,btc,0.0,0.0,0.0,75
0,[],4,[],2019-05-08 11:59:03,0.0,0,0,7581001,2019-05-08 11:59:03,,133703.4206350529,0.0,0,,35139929.46753003,0.0,0.0,81
0,[],20,[],2019-01-25 09:30:31,0.0,0,0,6495923,2019-01-25 09:30:31,btc,0.0,0.0,0,btc,0.0,0.0,0.0,81
1,[],4,[],2019-05-08 11:59:05,25757.02114403,0.00006848,0.000000004048380096000001,7581002,2019-05-08 11:59:05,btc,18.729117256763512,0.0,0.00006848,btc,26852.30166267,0.37818748,0.2569426655511554,82
1,[],21,[],2019-05-08 11:59:05,257624.5229278,0.00006571000000000000614269052290,0.000000003884624067000001,7581003,2019-05-08 11:59:05,btc,3.5638956140844074,12573.88091314,0.000065710000000000006142690522903393457454512827098369598388671875,btc,46851.95737652,0.83984749,2.008119424510674,82
0,[],17,[],2019-03-25 22:42:34,0.0,0,0,7038780,2019-03-25 22:42:34,btc,0.0445064681804024,0.0,0,btc,995513.18476001,0.0,0.0,84
0.00000000013644,[],4,[],2019-05-01 19:17:39,299701867.376,1.3644e-18,7.259508504e-23,7542161,2019-05-01 19:17:39,ltc,1.6769037726995486,0.0,0.00000001,ltc,427823536.87452894,0.00010978,4.089132278478144e-10,85
,[],22,[],2018-11-20 23:09:34,3408.1,0.0000001,0.0000000000041895,4862324,2018-11-20 23:09:34,BTC,0.04624735,0.0,,BTC,4990.0,0.0,0.00033081,86
1,[],22,[],2019-05-08 11:59:09,89999.0,0.00000001,0.0000000000005911770000000001,7581004,2019-05-08 11:59:09,BTC,3.66432991,0.0,0.00000001,BTC,332904.29736842104,0.0,0.00089999,87
1,[],27,[],2019-05-08 11:59:14,10674.0,0.00000001,0.0000000000005911770000000001,7581005,2019-05-08 11:59:14,btc,4.960707720736,0.0,0.00000001,btc,10175.62841,0.0,0.00010674,87
,[],2,[],2018-11-20 23:10:47,0.0,0,0,4862359,2018-11-20 23:10:47,,0.0,0.0,,,0.0,0.0,0.0,88
1,[],11,[],2019-05-08 11:59:15,81217.0341706,0.000140519999999999989533094879590180426021106541156768798828125,0.000000008307219204,7581006,2019-05-08 11:59:15,btc,169.87069138727202,5062.37888228,0.000140519999999999989533094879590180426021106541156768798828125,btc,165375.98559248,0.0,4.754599902859683,89
0,[],2,[],2019-01-20 23:31:45,0.0,0,0,6477083,2019-01-20 23:31:45,,0.0,0.0,0,,0.0,0.0,0.0,91
1,[],12,[],2019-05-08 11:48:39,387257.49287584,0.00000092,0.000000000054341824,7580854,2019-05-08 11:48:39,btc,73.20160884734979,0.0,0.00000092,btc,151181.46346814,0.0026261827544306,0.0415761290238892,91
1,[],22,[],2019-05-08 11:48:44,76014.0,0.0000008,0.000000000047253760000000004,7580855,2019-05-08 11:48:44,BTC,0.1,0.0,0.0000008,"BTC,LTC",1.0,0.0,0.0017135,91
0,[],17,[],2019-05-03 01:12:26,0.0,0,0,7559096,2019-05-03 01:12:26,btc,0.0,0.0,0,btc,0.0,0.0,0.0,91
