usdPrice,logId,activePairs,usdValue,satoshiPrice,exchangeLogId,coins,bestPair,buyTotal,buyTotalBtc,updated,coinUpdated,exchangeName,volume,difficulty,pairValue,exchanges,coinCreated,coinId,pairPrice,sellTotal,logUpdated,created,enabled,sellTotalBtc,volumeBtc,reward,satoshiValue
,1066729,,0.028900417485960075,,0,792.4896504140428,,0.0,0.0,2019-02-10 22:12:27,2019-02-01 06:29:56,,,5208934,,,2019-01-29 22:57:15,285,,0.0,2019-02-10 21:24:23,2019-01-29 22:57:15,1,0.0,,5012032562.529497,792.4896504140428
,1042346,,0.0017828622913807917,,0,49.96335246587466,,0.0,0.0,2019-01-26 02:35:23,,,,17902309,,,,265,,0.0,2019-01-24 19:21:23,,,0.0,,894459374.52,49.96335246587466
,1042301,,14.153577979359817,,0,396643.20046183426,,0.0,0.0,2019-01-26 02:35:16,,,,3335699,,,,206,,0.0,2019-01-24 18:31:55,,,0.0,,1323082327137.34,396643.20046183426
,1042279,,0.08979808722442113,,0,2516.522731141683,,0.0,0.0,2019-01-26 02:35:13,,,,1194221,,,,172,,0.0,2019-01-24 19:21:17,,,0.0,,3005284292.5067515,2516.522731141683
,1066577,,0.04881921068422035,,0,1332.3074968539445,,0.0,0.0,2019-02-10 20:10:52,2019-02-02 01:51:22,,,2212761,,,2018-07-18 20:34:16,266,,0.0,2019-02-09 21:42:31,2018-07-18 20:34:16,1,0.0,,2948078069.046031,1332.3074968539445
,1042309,,0.004619353047065136,,0,129.45383699605802,,0.0,0.0,2019-01-26 02:35:17,,,,21149327,,,,218,,0.0,2019-01-24 19:15:23,,,0.0,,2737861530.0343285,129.45383699605802
,1042353,,0.0004088103844796949,,0,11.45659843175524,,0.0,0.0,2019-01-26 02:35:24,,,,1026956,,,,275,,0.0,2019-01-24 18:32:05,,,0.0,,11765422.499081632,11.45659843175524
,1042275,,0.000027250679658080184,,0,0.7636794604236194,,0.0,0.0,2019-01-26 02:35:12,,,,353785,,,,164,,0.0,2019-01-01 02:58:05,,,0.0,,270178.33790597017,0.7636794604236194
,1042250,,0.000008283671959265444,,0,0.23214357262103505,,0.0,0.0,2019-01-26 02:35:08,,,,2995,,,,122,,0.0,2018-11-17 17:44:59,,,0.0,,695.27,0.23214357262103508
,1066663,,0.0000011137593000579978,,0,0.030558273012425866,,0.0,0.0,2019-02-10 22:12:11,2019-02-01 00:56:41,,,3740172,,,2018-06-25 19:03:10,144,,0.0,2019-02-10 21:21:39,2018-06-25 19:03:10,1,0.0,,115368.34614157786,0.030558273012425866
,1042294,,0.0000006649731256356047,,0,0.018635363380047995,,0.0,0.0,2019-01-26 02:35:15,,,,46696331,,,,195,,0.0,2019-01-24 18:46:13,,,0.0,,870203.0967,0.018635363380047995
,1042317,,0.0000006048836289971372,,0,0.01695140118366347,,0.0,0.0,2019-01-26 02:35:18,,,,1774681220,,,,227,,0.0,2019-01-24 19:15:24,,,0.0,,30083333.333333332,0.01695140118366347
,1042311,,0.0000005298596862770258,,0,0.014848912555334574,,0.0,0.0,2019-01-26 02:35:17,,,,15587,,,,220,,0.0,2019-01-24 18:31:57,,,0.0,,231.45,0.014848912555334574
,1042316,,0.0000003589496835554361,,0,0.010059290413902154,,0.0,0.0,2019-01-26 02:35:18,,,,48668,,,,226,,0.0,2019-01-24 19:15:24,,,0.0,,489.56554586379,0.010059290413902154
,1066689,,0.0000003421328756983207,,0,0.009391894896369856,,0.0,0.0,2019-02-10 22:12:18,2019-02-01 00:56:34,,,2709200,,,2018-09-02 17:50:58,198,,0.0,2019-02-10 21:20:01,2018-09-02 17:50:58,1,0.0,,26037.904721472954,0.009391894896369856
,1066709,,0.0000001594542036481522,,0,0.004356358694161213,,0.0,0.0,2019-02-10 22:12:22,2019-02-01 00:56:05,,,72018133,,,2018-11-19 01:47:19,244,,0.0,2019-02-10 21:20:04,2018-11-19 01:47:19,1,0.0,,316984.1613063394,0.004356358694161213
,1042227,,0.00000005972632975694445,,0,0.0016737847222222221,,0.0,0.0,2019-01-26 02:35:05,,,,60,,,,88,,0.0,2019-01-24 18:31:42,,,0.0,,0.10042708333333333,0.0016737847222222223
,1042321,,0.000000034225746042261,,0,0.0009591503624167258,,0.0,0.0,2019-01-26 02:35:19,,,,9679327,,,,232,,0.0,2018-11-20 22:02:50,,,0.0,,9283.93,0.000959150362416726
,1056531,,0.000000022412443194028717,,0,0.0006476973323194893,,0.0,0.0,2019-02-03 09:19:56,2019-02-01 06:40:57,,,73979674,,12,2018-04-09 15:58:31,79,,0.0,2019-02-02 10:00:45,2018-04-09 15:58:31,1,0.0,,47916.43750379518,0.0006476973323194893
,1042265,,0.00000002009075084587836,,0,0.0005630279302386643,,0.0,0.0,2019-01-26 02:35:10,,,,204136,,,,149,,0.0,2018-12-05 21:11:34,,,0.0,,114.93426956719999,0.0005630279302386644
,1066727,,0.000000018753046186341945,,0,0.0005147580723126037,,0.0,0.0,2019-02-10 22:12:26,2019-02-01 01:12:43,,,22622114,,,2019-01-29 15:55:07,283,,0.0,2019-02-10 21:20:06,2019-01-29 15:55:07,1,0.0,,11803.518644791528,0.0005147580723126037
,1065582,,0.000000016174410959103544,,0,0.0004432159042647155,,0.0,0.0,2019-02-10 05:51:15,2019-02-01 06:37:17,,,103372,,,2018-11-15 22:27:14,242,,0.0,2019-02-08 00:13:15,2018-11-15 22:27:14,1,0.0,,45.816114455652176,0.0004432159042647155
